Id;Source;Target;Type;weight;timeset
126.0;062f7afc5063e965dbb035cbbfe4b1cf;77e582162051f8609ec753402dd2d94f;undirected;107.0;<[2,2]>
127.0;063a421d185f6d86048664dc0699dc90;92c18fb75dcdf4e6a030095418f6186d;undirected;105.0;<[2,2]>
128.0;063a421d185f6d86048664dc0699dc90;a30f8efb7bceca9bbc012c507da36fad;undirected;105.0;<[2,2]>
129.0;063a421d185f6d86048664dc0699dc90;33b07cd633bace009ab39a9feeb8a774;undirected;105.0;<[2,2]>
130.0;03a56083d1d2e71e88695d136430a818;16ddf8b38114843a765d89b4c65cbc8c;undirected;119.0;<[2,2]>
131.0;063a421d185f6d86048664dc0699dc90;3672a40887345135b36dfec23c11b669;undirected;105.0;<[2,2]>
132.0;03a56083d1d2e71e88695d136430a818;778eeb4c5a9cfd67a5221b687a280715;undirected;119.0;<[2,2]>
133.0;0b0dda71ab6dde96cd64fea134b520b5;bcb73a3ccf7f379c6dfa7098e646a86d;undirected;110.0;<[3,3]>
134.0;00635d1274ea6b71c9213c6ca1563f70;ddf2afd929382543c088c81fa622e840;undirected;152.0;<[3,3]>
135.0;a0c9eff8293383157cacf41c6c7dcbff;648187694bb86ed2128e1f5f02370cea;undirected;196.0;<[3,3]>
136.0;0386981cce73e5abce7dd755e8391063;6573ac7f6cba5a384fce006978125c7f;undirected;105.0;<[3,3]>
137.0;0a0a360c5ca8291104a8d5071c41e95c;ae00b131985ea73180e503c291a36686;undirected;115.0;<[3,3]>
138.0;0b0dda71ab6dde96cd64fea134b520b5;41044bb2c613c54e9acc614dbd521b60;undirected;110.0;<[3,3]>
139.0;a26d92b1d86cb71c1417b4afef0ac557;cdda41ad80f05fe92914a4b4cb2a35dd;undirected;135.0;<[3,3]>
140.0;00635d1274ea6b71c9213c6ca1563f70;fb7a88bac3d2d40608c5a078beeb25f8;undirected;152.0;<[3,3]>
141.0;0ac4e961af5e04a9350d5cdcedd58198;e0e1ceb1c427ec741f1bcfd84ff72ae4;undirected;141.0;<[3,3]>
142.0;00635d1274ea6b71c9213c6ca1563f70;f4a37df9cc5c5c1c656a20e466c493f3;undirected;152.0;<[3,3]>
143.0;00635d1274ea6b71c9213c6ca1563f70;240f4e4c47a5cd404ff5cb36b05df303;undirected;152.0;<[3,3]>
144.0;065ca7b1b1fbbf377c774f3b6ec135e7;e85694c1b1ae84d2cf50ba6105acd2c8;undirected;117.0;<[3,3]>
145.0;a0c9eff8293383157cacf41c6c7dcbff;b75cdc8663f474ea05367e1f73cd1c2b;undirected;196.0;<[3,3]>
146.0;a109d74023f2d605f30eb3e64ac172ae;33bce3282026f854dfa9c5ff2cfc8908;undirected;169.0;<[3,3]>
147.0;065ca7b1b1fbbf377c774f3b6ec135e7;ed6eccb9f6e6d9e903df34f61e0167aa;undirected;117.0;<[3,3]>
148.0;00635d1274ea6b71c9213c6ca1563f70;23122b2b5ec73862e9c7236e25b21c00;undirected;152.0;<[3,3]>
149.0;0a49181165c3f40ec766cd2fe58f4c62;8ffc59e4437a06711dd58704d6fd1890;undirected;113.0;<[3,3]>
150.0;0a49181165c3f40ec766cd2fe58f4c62;afecfb58f22adfeeaf1b7d6a5ae18da2;undirected;113.0;<[3,3]>
151.0;0ac4e961af5e04a9350d5cdcedd58198;cbdd3e7670e21e99f2fddae2c7b5f34a;undirected;141.0;<[3,3]>
152.0;0ac4e961af5e04a9350d5cdcedd58198;2929a09f21574d5e9fc21e3dd126c584;undirected;141.0;<[3,3]>
153.0;00635d1274ea6b71c9213c6ca1563f70;362bd06049924a418fa875c4dee6281c;undirected;152.0;<[3,3]>
154.0;065ca7b1b1fbbf377c774f3b6ec135e7;5246bd81e78d39852baa22d4110cbe6d;undirected;117.0;<[3,3]>
155.0;0c83db63dc1b20c733e56471f28230fa;6bb6df925742131021c7ff97e33d971c;undirected;109.0;<[3,3]>
156.0;0ac4e961af5e04a9350d5cdcedd58198;173cda9ab410eb40abf9436ab2410d69;undirected;141.0;<[3,3]>
157.0;00635d1274ea6b71c9213c6ca1563f70;d50939d623a2dfe6e9a0e02d6e2d59b4;undirected;152.0;<[3,3]>
158.0;0b0dda71ab6dde96cd64fea134b520b5;50f10f8deb1d27c378e2c23ff5bece1f;undirected;110.0;<[3,3]>
159.0;00635d1274ea6b71c9213c6ca1563f70;a581f27a40e190c21114219be7301155;undirected;152.0;<[3,3]>
160.0;00635d1274ea6b71c9213c6ca1563f70;4e4f9bf8b8aa11cf35aae74afab908aa;undirected;152.0;<[3,3]>
161.0;0ac4e961af5e04a9350d5cdcedd58198;7aff0d1f181f8f109df97a0f8bf22c80;undirected;141.0;<[3,3]>
162.0;00635d1274ea6b71c9213c6ca1563f70;05a04a2db8e15ae9c67880a9d7844af4;undirected;152.0;<[3,3]>
163.0;00635d1274ea6b71c9213c6ca1563f70;b748057e54fd84adc141db8ad4731e49;undirected;152.0;<[3,3]>
164.0;0ac4e961af5e04a9350d5cdcedd58198;6bd4cca701bc2f8eec5a0883691af251;undirected;141.0;<[3,3]>
165.0;00635d1274ea6b71c9213c6ca1563f70;ebfd65850f01fdb31e963282d765b8e7;undirected;152.0;<[3,3]>
166.0;a26d92b1d86cb71c1417b4afef0ac557;cd16f210f84ccdbe3f0f1ad85cca468b;undirected;135.0;<[3,3]>
167.0;065ca7b1b1fbbf377c774f3b6ec135e7;b01b8696c5b22824e1f30c6ab99dc1b2;undirected;117.0;<[3,3]>
168.0;00635d1274ea6b71c9213c6ca1563f70;24bf7687cfed8a874c8021f925458914;undirected;152.0;<[3,3]>
169.0;065ca7b1b1fbbf377c774f3b6ec135e7;f6ab20a970c7df2127a3169a6b23970f;undirected;117.0;<[3,3]>
170.0;a109d74023f2d605f30eb3e64ac172ae;6547744a7ce42b40fff84ad4da794575;undirected;168.0;<[3,3]>
171.0;065ca7b1b1fbbf377c774f3b6ec135e7;5cb944b34b4560e29730cbc5201505da;undirected;117.0;<[3,3]>
172.0;00635d1274ea6b71c9213c6ca1563f70;a165fa648c09124fe031dd6e5290c246;undirected;152.0;<[3,3]>
173.0;00635d1274ea6b71c9213c6ca1563f70;d143ae0109d029f55d718239a5749e80;undirected;152.0;<[3,3]>
174.0;00635d1274ea6b71c9213c6ca1563f70;f1cd27931036f5cb68404075bd56a638;undirected;152.0;<[3,3]>
175.0;00635d1274ea6b71c9213c6ca1563f70;95c0bce59046d370830e1f7f93b87c5d;undirected;152.0;<[3,3]>
176.0;00635d1274ea6b71c9213c6ca1563f70;06438ef17c3426fa15bc7645abd98104;undirected;152.0;<[3,3]>
177.0;00635d1274ea6b71c9213c6ca1563f70;48588b2757a3f500e5926c0cb96d8e9b;undirected;152.0;<[3,3]>
178.0;00635d1274ea6b71c9213c6ca1563f70;2b8247d85366f2be3c8bd6c5c61ba51d;undirected;152.0;<[3,3]>
179.0;00635d1274ea6b71c9213c6ca1563f70;83e398cdd5653ad40e32b8312bd8a842;undirected;152.0;<[3,3]>
180.0;00635d1274ea6b71c9213c6ca1563f70;1076f42c5c3d4a883d7ac8045b2de6df;undirected;152.0;<[3,3]>
181.0;0386981cce73e5abce7dd755e8391063;eecda40e94b52b28dfa822d2d36d2895;undirected;105.0;<[3,3]>
182.0;00635d1274ea6b71c9213c6ca1563f70;1b1eff53906cefd4936ff8f196f5cac5;undirected;152.0;<[3,3]>
183.0;065ca7b1b1fbbf377c774f3b6ec135e7;1387b00e056f058df5d6ca3eda1d7260;undirected;117.0;<[3,3]>
184.0;00635d1274ea6b71c9213c6ca1563f70;3029026fcb6d57448be12cdd8878df7f;undirected;152.0;<[3,3]>
185.0;a0c9eff8293383157cacf41c6c7dcbff;ea5cc665acc439c9c5811fb3168a680f;undirected;196.0;<[3,3]>
186.0;00635d1274ea6b71c9213c6ca1563f70;edc1a94ae4eff02b9454dc2519acf0a8;undirected;152.0;<[3,3]>
187.0;0386981cce73e5abce7dd755e8391063;7a29635086e2640a77d13cb80301e524;undirected;105.0;<[3,3]>
188.0;00635d1274ea6b71c9213c6ca1563f70;45bffb737ab9e9e95f66a5eb8be21bfc;undirected;152.0;<[3,3]>
189.0;0c83db63dc1b20c733e56471f28230fa;50b1885c68cbf144adea1beda5e6c221;undirected;109.0;<[3,3]>
190.0;00635d1274ea6b71c9213c6ca1563f70;037f3092df9ac980cfcc5998f746a94d;undirected;152.0;<[3,3]>
191.0;00635d1274ea6b71c9213c6ca1563f70;b882fb9783ec2df1579ce1e36de54386;undirected;152.0;<[3,3]>
192.0;00635d1274ea6b71c9213c6ca1563f70;97a4d491f63764542eac6082f45dc3c8;undirected;152.0;<[3,3]>
193.0;a109d74023f2d605f30eb3e64ac172ae;fda273bf26e285b8ae018dafab99160c;undirected;168.0;<[3,3]>
194.0;01e2fcfd1ede2b83df75cbdbe3ac712d;97b32849c1f2d5f593d0f9510ed217ad;undirected;181.0;<[3,3]>
195.0;00635d1274ea6b71c9213c6ca1563f70;54db3cfa1396d7b0b441b1ae33a9fa04;undirected;152.0;<[3,3]>
196.0;a109d74023f2d605f30eb3e64ac172ae;0e2245345955f4b962c5625147806fce;undirected;168.0;<[3,3]>
197.0;0a0a360c5ca8291104a8d5071c41e95c;161e21dea01740232f5c13cc493e4f75;undirected;115.0;<[3,3]>
198.0;a109d74023f2d605f30eb3e64ac172ae;8d22b9757099809ffa64ebe6b1be1291;undirected;168.0;<[3,3]>
199.0;0ac4e961af5e04a9350d5cdcedd58198;87635d95459c704375a674989ac6d1ec;undirected;141.0;<[3,3]>
200.0;009f0e74d17a1e6b39eb0a2ff7f5291e;933e9a6603193aaa05bad16a1c7ea402;undirected;182.0;<[3,3]>
201.0;a0c9eff8293383157cacf41c6c7dcbff;4caa2d54f18d31b0a367ead0842f81f3;undirected;196.0;<[3,3]>
202.0;a109d74023f2d605f30eb3e64ac172ae;29a344cc99eab3e4e54be9f6697136ec;undirected;168.0;<[3,3]>
203.0;00635d1274ea6b71c9213c6ca1563f70;1d958be77b5f32e0486d0568f1291f19;undirected;152.0;<[3,3]>
204.0;0a0a360c5ca8291104a8d5071c41e95c;fbd451225ab439670192dd71666204e2;undirected;115.0;<[3,3]>
205.0;0ac4e961af5e04a9350d5cdcedd58198;26f1b766d8dd98ca62f4965d052851dc;undirected;141.0;<[3,3]>
206.0;065ca7b1b1fbbf377c774f3b6ec135e7;b67fe261650a5248f2138087e13b0759;undirected;117.0;<[3,3]>
207.0;065ca7b1b1fbbf377c774f3b6ec135e7;2ec3e72f3bdd02c2404a8d18d8c76a71;undirected;117.0;<[3,3]>
208.0;00635d1274ea6b71c9213c6ca1563f70;e42ea6a64e29affe1d3c88e443699465;undirected;152.0;<[3,3]>
209.0;065ca7b1b1fbbf377c774f3b6ec135e7;cd3d7c87f81cbdf69ac283090ff2a82d;undirected;117.0;<[3,3]>
210.0;a26d92b1d86cb71c1417b4afef0ac557;20ba9fe57d2b4cdd988df19a2bbc74ca;undirected;135.0;<[3,3]>
211.0;00635d1274ea6b71c9213c6ca1563f70;7fa1ab20048a6fbbbd1e9c367cc02322;undirected;152.0;<[3,3]>
212.0;00635d1274ea6b71c9213c6ca1563f70;0cb72c593985b65d62f06c2948b855cb;undirected;158.0;<[3,3]>
213.0;0a0a360c5ca8291104a8d5071c41e95c;a1e420a32c637d020d8da6dd4eeafd9a;undirected;115.0;<[3,3]>
214.0;a109d74023f2d605f30eb3e64ac172ae;e3a5609a9f4335cee2efab2d4a08ff01;undirected;168.0;<[3,3]>
215.0;065ca7b1b1fbbf377c774f3b6ec135e7;826cd387a9e631d3cfb0954905ff7948;undirected;117.0;<[3,3]>
216.0;0ac4e961af5e04a9350d5cdcedd58198;c78128ccad27386fcd740faa73045dec;undirected;141.0;<[3,3]>
217.0;a26d92b1d86cb71c1417b4afef0ac557;6bd4cca701bc2f8eec5a0883691af251;undirected;135.0;<[3,3]>
218.0;a109d74023f2d605f30eb3e64ac172ae;4dedfffd9124a68ba7a37c4e0e968413;undirected;168.0;<[3,3]>
